Account ID,Current Season Ticket Holder?,Has 2021 Season Tickets,Had 2019 Season Tickets,Had 2018 Season Tickets,Had 2017 Season Tickets
TWN1356083,NO,0,0,1,1
TWN1358204,NO,0,1,1,0
TWN1358302,NO,0,0,0,0
TWN1358503,NO,0,0,0,1
TWN1359263,NO,0,0,1,1
TWN1359883,Yes,1,0,0,0
TWN1359902,NO,0,0,1,1
TWN1360485,NO,0,0,0,1
TWN1360502,Yes,1,0,0,0
TWN1361104,NO,0,0,0,0
TWN1361442,NO,0,1,1,0
TWN1361583,NO,0,0,0,1
TWN1362343,Yes,1,0,0,0
TWN1364445,Yes,1,0,0,0
TWN1365250,NO,0,0,0,0
TWN1365465,Yes,1,0,0,0
TWN1366786,NO,0,0,1,1
TWN1368223,Yes,1,1,0,0
TWN1368403,Yes,1,1,1,1
TWN1369642,NO,0,0,1,1
TWN1369882,Yes,1,0,0,0
TWN1369983,Yes,1,1,1,1
TWN1370569,NO,0,0,0,0
TWN1370763,NO,0,0,1,0
TWN1370784,NO,0,1,1,0
TWN1371025,NO,0,0,0,0
TWN1371122,NO,0,1,0,0
TWN1371344,Yes,1,1,1,1
TWN1371687,Yes,1,1,1,1
TWN1371688,NO,0,0,0,1
TWN1371983,Yes,1,0,0,0
TWN1372262,Yes,1,0,0,0
TWN1372322,Yes,1,0,0,0
TWN1372565,NO,0,0,1,0
TWN1373263,Yes,1,1,1,1
TWN1373682,NO,0,0,0,0
TWN1375282,NO,0,0,0,0
TWN1375522,Yes,1,0,0,0
TWN1375582,NO,0,0,0,1
TWN1376142,NO,0,0,1,0
TWN1376363,NO,0,1,0,0
TWN1376924,NO,0,0,0,1
TWN1377002,NO,0,0,0,0
TWN1377082,Yes,1,1,0,0
TWN1377642,Yes,1,1,1,1
TWN1378042,Yes,1,1,1,1
TWN1378162,Yes,1,1,1,1
TWN1378722,NO,0,0,0,1
TWN1378962,Yes,1,1,1,1
TWN1379022,Yes,1,1,1,1
TWN1379497,NO,0,0,1,0
TWN1379499,NO,0,0,0,1
TWN1379505,NO,0,0,1,1
TWN1379506,Yes,1,0,0,0
TWN1379507,Yes,1,1,0,0
TWN1379523,Yes,1,1,0,0
TWN1380463,NO,0,0,0,1
TWN1380542,NO,0,0,0,1
TWN1383442,NO,0,0,0,0
TWN1384062,NO,0,0,0,0
TWN1384082,NO,0,0,1,1
TWN1384482,NO,0,0,0,1
TWN1384782,NO,0,0,1,0
TWN1385842,Yes,1,1,1,1
TWN1385902,Yes,1,1,1,1
TWN1386722,Yes,1,1,1,1
TWN1387002,Yes,1,0,0,0
TWN1387762,Yes,1,0,0,0
TWN1387882,Yes,1,1,0,0
TWN1388482,NO,0,0,0,0
TWN1388563,Yes,1,0,0,0
TWN1388762,Yes,1,0,0,0
TWN1389062,Yes,1,0,0,0
TWN1389142,Yes,1,1,1,1
TWN1389202,NO,0,1,0,0
TWN1389762,NO,0,0,0,0
TWN1389843,Yes,1,1,1,1
TWN1391202,NO,0,1,0,0
TWN1391563,NO,0,0,0,0
TWN1391602,Yes,1,0,0,0
TWN1391742,NO,0,0,0,0
TWN1391982,Yes,1,1,1,1
TWN1392082,Yes,1,1,1,1
TWN1392542,NO,0,0,0,0
TWN1393382,NO,0,0,0,0
TWN1393402,Yes,1,1,1,1
TWN1393602,Yes,1,0,0,0
TWN1393702,NO,0,1,1,0
TWN1393762,Yes,1,1,1,1
TWN1394102,NO,0,0,1,0
TWN1394886,NO,0,0,0,0
TWN1396042,NO,0,1,0,0
TWN1396185,Yes,1,1,1,1
TWN1396512,NO,0,1,0,0
TWN1396520,Yes,1,1,1,1
TWN1396555,Yes,1,0,0,0
TWN1396557,Yes,1,1,1,1
TWN1396907,NO,0,0,0,0
TWN1396930,NO,0,0,0,0
TWN1397577,Yes,1,1,0,0
TWN1397595,NO,0,0,0,0
TWN1398009,NO,0,0,0,0
TWN1398061,Yes,1,1,1,1
TWN1398105,Yes,1,1,1,1
TWN1398353,NO,0,1,0,0
TWN1398361,Yes,1,0,0,0
TWN1398365,Yes,1,1,1,1
TWN1398373,Yes,1,1,1,1
TWN1398380,NO,0,0,0,1
TWN1398430,Yes,1,1,1,1
TWN1398442,NO,0,1,1,0
TWN1401118,Yes,1,1,1,1
TWN1401126,Yes,1,1,1,1
TWN1401185,NO,0,1,0,0
TWN1401186,NO,0,0,1,1
TWN1401333,NO,0,1,0,0
TWN1401344,Yes,1,1,1,1
TWN1401346,Yes,1,0,0,0
TWN1401439,NO,0,0,0,0
TWN1401516,Yes,1,1,0,0
TWN1401518,NO,0,0,0,0
TWN1401528,NO,0,0,0,1
TWN1401531,NO,0,0,1,1
TWN1401557,Yes,1,1,1,1
TWN1401620,Yes,1,1,1,1
TWN1401640,NO,0,0,0,0
TWN1401712,NO,0,0,0,0
TWN1401757,NO,0,0,1,0
TWN1401827,NO,0,0,1,1
TWN1401869,Yes,1,1,0,0
TWN1401871,Yes,1,1,1,1
TWN1401879,Yes,1,0,0,0
TWN1401883,NO,0,0,0,0
TWN1402560,Yes,1,1,1,1
TWN1402582,Yes,1,1,1,1
TWN1403098,NO,0,0,0,0
TWN1403121,NO,0,1,1,0
TWN1403171,NO,0,0,0,0
TWN1403187,NO,0,0,1,1
TWN1403264,Yes,1,0,0,0
TWN1403326,Yes,1,1,0,0
TWN1403332,Yes,1,1,1,1
TWN1403351,NO,0,0,1,1
TWN1403378,Yes,1,1,1,1
TWN1403399,NO,0,0,1,1
TWN1403457,Yes,1,1,1,1
TWN1403493,NO,0,0,0,1
TWN1403548,NO,0,0,0,1
TWN1403565,Yes,1,1,1,1
TWN1403628,Yes,1,0,0,0
TWN1403648,Yes,1,1,0,0
TWN1403697,NO,0,0,1,1
TWN1403759,NO,0,0,1,1
TWN1403837,Yes,1,0,0,0
TWN1403844,NO,0,0,0,0
TWN1403877,Yes,1,0,0,0
TWN1403942,NO,0,1,0,0
TWN1404002,Yes,1,1,1,1
TWN1404033,Yes,1,0,0,0
TWN1404046,NO,0,0,1,1
TWN1405400,NO,0,0,1,0
TWN1406202,Yes,1,1,1,1
TWN1406574,NO,0,0,0,0
TWN1406693,Yes,1,1,1,1
TWN1407,Yes,1,1,0,0
TWN1408049,NO,0,1,1,0
TWN1409502,Yes,1,1,1,1
TWN1410799,Yes,1,1,1,1
TWN1411013,NO,0,1,1,0
TWN1411292,Yes,1,0,0,0
TWN1411649,NO,0,0,0,0
TWN1412089,Yes,1,0,0,0
TWN1413207,NO,0,1,0,0
TWN1414,NO,0,0,1,0
TWN1414786,NO,0,1,0,0
TWN1414818,NO,0,0,0,0
TWN1415539,Yes,1,1,1,1
TWN1415647,Yes,1,1,0,0
TWN1415691,NO,0,1,0,0
TWN1416258,NO,0,0,1,1
TWN1416645,NO,0,0,1,1
TWN1416884,Yes,1,1,1,1
TWN1416895,NO,0,0,0,1
TWN1416901,Yes,1,0,0,0
TWN1416923,Yes,1,0,0,0
TWN1417054,NO,0,1,0,0
TWN1417411,NO,0,0,1,0
TWN1418050,Yes,1,1,1,1
TWN1418364,Yes,1,0,0,0
TWN1418648,NO,0,0,1,1
TWN1418731,NO,0,0,0,0
TWN1418747,NO,0,0,0,0
TWN1419144,NO,0,0,0,0
TWN1419282,Yes,1,0,0,0
TWN1419506,Yes,1,1,1,1
TWN1419890,Yes,1,1,1,1
TWN1420043,Yes,1,1,1,1
TWN1420072,NO,0,0,1,0
TWN1420621,Yes,1,0,0,0
TWN1421419,NO,0,0,1,1
TWN1421673,Yes,1,1,1,1
TWN1421740,Yes,1,1,1,1
TWN1421814,NO,0,0,0,0
TWN1421973,Yes,1,0,0,0
TWN1422852,NO,0,0,0,0
TWN1423079,NO,0,0,0,1
TWN1423436,NO,0,1,1,0
TWN1423471,NO,0,0,0,1
TWN1424327,Yes,1,0,0,0
TWN1425893,NO,0,0,1,0
TWN1425942,Yes,1,1,1,1
TWN1426897,NO,0,0,1,1
TWN1429062,Yes,1,0,0,0
TWN1429699,NO,0,0,0,0
TWN1430052,Yes,1,0,0,0
TWN1430083,NO,0,0,0,0
TWN1431340,NO,0,0,0,1
TWN1432055,Yes,1,0,0,0
TWN1432643,NO,0,0,1,1
TWN1432713,NO,0,0,0,1
TWN1434392,NO,0,0,0,0
TWN1434726,NO,0,0,1,1
TWN1436065,Yes,1,1,1,1
TWN1436486,NO,0,0,0,1
TWN1436735,Yes,1,0,0,0
TWN1437208,Yes,1,0,0,0
TWN1438013,NO,0,0,0,0
TWN1438677,Yes,1,0,0,0
TWN1439917,Yes,1,0,0,0
TWN1442296,Yes,1,1,1,1
TWN1443064,Yes,1,0,0,0
TWN1444561,NO,0,0,1,0
TWN1444745,Yes,1,1,0,0
TWN1444822,Yes,1,1,1,1
TWN1445729,NO,0,0,1,0
TWN1446457,Yes,1,1,1,1
TWN1446782,Yes,1,1,1,1
TWN1447088,Yes,1,1,1,1
TWN1448611,NO,0,0,1,1
TWN1449733,Yes,1,1,1,1
TWN1450497,Yes,1,1,1,1
TWN1452378,NO,0,1,0,0
TWN1454491,NO,0,0,0,0
TWN1455922,Yes,1,1,0,0
TWN1456965,NO,0,0,0,1
TWN1457517,Yes,1,0,0,0
TWN1459387,NO,0,1,0,0
TWN1459662,NO,0,1,1,0
TWN1459825,Yes,1,0,0,0
TWN1461607,Yes,1,1,1,1
TWN1462832,Yes,1,0,0,0
TWN1462848,NO,0,1,0,0
TWN1463610,Yes,1,1,1,1
TWN1463631,Yes,1,1,1,1
TWN1464812,Yes,1,1,0,0
TWN1465768,NO,0,0,1,0
TWN1466573,NO,0,0,0,0
TWN1468413,NO,0,0,1,1
TWN1469054,Yes,1,0,0,0
TWN1470484,Yes,1,1,0,0
TWN1471911,NO,0,0,0,0
TWN1474701,NO,0,0,1,0
TWN1475882,Yes,1,1,1,1
TWN1477989,Yes,1,1,1,1
TWN1479599,Yes,1,1,1,1
TWN1479761,Yes,1,1,1,1
TWN1480357,Yes,1,1,1,1
TWN1482079,NO,0,0,1,1
TWN1483224,NO,0,0,1,1
TWN1483870,Yes,1,0,0,0
TWN1484118,NO,0,0,0,0
TWN1484182,NO,0,1,0,0
TWN148456,Yes,1,1,1,1
TWN1484777,Yes,1,1,1,1
TWN1485012,NO,0,1,1,1
TWN148533,NO,0,0,1,0
TWN1490397,NO,0,0,1,1
TWN1491515,NO,0,0,0,0
TWN1496992,NO,0,0,0,0
TWN1497249,NO,0,0,1,1
TWN1497541,NO,0,0,0,0
TWN1499421,NO,0,0,1,1
TWN1500928,Yes,1,1,1,1
TWN1501749,NO,0,0,0,0
TWN1501848,Yes,1,1,0,0
TWN1502299,Yes,1,1,1,1
TWN1502739,NO,0,0,0,1
TWN1505916,NO,0,0,0,0
TWN1506,NO,0,0,1,0
TWN1507663,Yes,1,1,1,1
TWN1509,NO,0,0,1,1
TWN1510685,Yes,1,1,0,0
TWN1511590,Yes,1,0,0,0
TWN1511598,Yes,1,1,1,1
TWN1512113,Yes,1,0,0,0
TWN151286,NO,0,0,0,0
TWN1513801,NO,0,0,0,0
TWN1516888,Yes,1,1,0,0
TWN1517335,Yes,1,1,1,1
TWN1517867,NO,0,0,1,1
TWN1518132,Yes,1,0,0,0
TWN1518869,Yes,1,1,1,1
TWN1519624,Yes,1,1,1,1
TWN1519948,Yes,1,1,1,1
TWN1520009,Yes,1,1,0,0
TWN1520510,Yes,1,0,0,0
TWN1521,NO,0,0,0,1
TWN1521445,NO,0,0,0,1
TWN1522956,NO,0,0,0,0
TWN1523250,NO,0,1,1,0
TWN1525322,NO,0,0,0,0
TWN1525444,Yes,1,0,0,0
TWN1525535,Yes,1,0,0,0
TWN1526254,Yes,1,1,0,0
TWN1526743,Yes,1,1,1,1
TWN1528,Yes,1,1,1,1
TWN1529108,NO,0,0,0,1
TWN1529351,NO,0,0,0,0
TWN1529492,NO,0,0,0,1
TWN1530802,Yes,1,1,1,1
TWN1534000,Yes,1,1,1,1
TWN1535231,Yes,1,0,0,0
TWN1535600,NO,0,0,0,0
TWN1536022,NO,0,1,1,0
TWN1536385,NO,0,0,0,1
TWN1536720,Yes,1,0,0,0
TWN1536793,NO,0,0,0,0
TWN1537291,NO,0,0,0,0
TWN1539077,NO,0,0,0,0
TWN1539137,Yes,1,1,1,1
TWN1539524,NO,0,0,1,0
TWN1540,Yes,1,0,0,0
TWN1540163,NO,0,0,1,1
TWN1540390,Yes,1,1,1,1
TWN1541827,NO,0,1,0,0
TWN1543489,NO,0,0,1,1
TWN1544468,Yes,1,0,0,0
TWN1544835,NO,0,0,0,0
TWN1544950,NO,0,0,0,0
TWN1545234,NO,0,0,1,1
TWN1545235,NO,0,0,1,1
TWN1546059,Yes,1,0,0,0
TWN1546215,Yes,1,1,1,1
TWN1546218,Yes,1,0,0,0
TWN154710,NO,0,0,1,1
TWN1548074,Yes,1,0,0,0
TWN1548092,NO,0,0,1,0
TWN1548934,Yes,1,1,1,1
TWN1549,NO,0,0,0,0
TWN1550,Yes,1,1,1,1
TWN1550540,Yes,1,1,1,1
TWN1550630,Yes,1,1,1,1
TWN1554748,Yes,1,1,1,1
TWN1554785,Yes,1,1,1,1
TWN1555088,NO,0,0,0,0
TWN1555864,Yes,1,1,1,1
TWN1556216,Yes,1,1,1,1
TWN1557361,Yes,1,1,1,1
TWN1557927,NO,0,0,0,1
TWN1558,NO,0,1,1,0
TWN1558642,NO,0,0,1,0
TWN1558698,Yes,1,1,0,0
TWN1559763,NO,0,0,0,1
TWN1560176,Yes,1,0,0,0
TWN1561045,Yes,1,0,0,0
TWN1561138,NO,0,1,0,0
TWN1561463,Yes,1,0,0,0
TWN1562078,Yes,1,1,1,1
TWN1562801,NO,0,0,0,0
TWN1563936,NO,0,1,1,0
TWN1564092,NO,0,0,1,1
TWN1564350,NO,0,0,0,0
TWN1564431,Yes,1,1,0,0
TWN1564504,Yes,1,1,1,1
TWN1565201,NO,0,1,1,0
TWN1565350,Yes,1,1,1,1
TWN1566712,NO,0,0,1,1
TWN1567449,NO,0,0,0,0
TWN1567887,Yes,1,1,1,1
TWN1568,NO,0,0,0,1
TWN1568123,Yes,1,1,1,1
TWN1569130,NO,0,1,0,0
TWN1571160,NO,0,1,0,0
TWN1571208,Yes,1,1,0,0
TWN1572535,NO,0,0,0,0
TWN1572837,Yes,1,1,1,1
TWN1573868,NO,0,0,0,0
TWN1576314,NO,0,1,1,0
TWN1577511,NO,0,0,0,1
TWN1577519,NO,0,1,1,0
TWN1577925,Yes,1,1,1,1
TWN1579665,Yes,1,0,0,0
TWN1580414,Yes,1,0,0,0
TWN1582304,NO,0,1,0,0
TWN1582904,Yes,1,1,1,1
TWN1585043,NO,0,0,1,0
TWN1585922,NO,0,0,0,0
TWN1585988,NO,0,0,1,1
TWN1586324,NO,0,0,0,0
TWN1586630,Yes,1,1,0,0
TWN1586634,Yes,1,1,0,0
TWN1586661,Yes,1,1,0,0
TWN1586678,NO,0,0,0,0
TWN1587087,Yes,1,0,0,0
TWN1587102,Yes,1,0,0,0
TWN1587246,NO,0,0,0,0
TWN1587247,Yes,1,1,1,1
TWN1587282,NO,0,1,0,0
TWN1587647,Yes,1,0,0,0
TWN1587906,NO,0,0,0,1
TWN1587907,Yes,1,1,1,1
TWN1587982,NO,0,0,0,0
TWN1588103,NO,0,0,0,1
TWN1588412,Yes,1,1,1,1
TWN1588605,NO,0,0,0,0
TWN1588825,Yes,1,1,1,1
TWN1591597,NO,0,0,1,1
TWN1591776,NO,0,0,0,1
TWN1591787,NO,0,0,0,0
TWN1591788,Yes,1,1,1,1
TWN1594086,NO,0,1,0,0
TWN1594469,Yes,1,1,1,1
TWN1594843,NO,0,0,0,1
TWN1595337,NO,0,0,0,0
TWN1595448,NO,0,1,1,0
TWN1595545,Yes,1,1,1,1
TWN1595800,NO,0,0,1,0
TWN1595806,NO,0,0,1,0
TWN1596156,Yes,1,0,0,0
TWN1596304,NO,0,0,1,1
TWN1596443,NO,0,1,1,0
TWN1596762,NO,0,0,0,0
TWN1597422,Yes,1,1,0,0
TWN1597902,Yes,1,1,1,1
TWN1598049,NO,0,0,0,0
TWN1598783,Yes,1,0,0,0
TWN1598972,NO,0,0,0,0
TWN1599322,NO,0,1,0,0
TWN1599349,NO,0,1,1,0
TWN1599943,NO,0,0,1,1
TWN1600303,NO,0,1,0,0
TWN1600753,Yes,1,1,1,1
TWN1601,NO,0,1,0,0
TWN1601262,NO,0,0,1,0
TWN1602164,Yes,1,0,0,0
TWN1602579,Yes,1,1,1,1
TWN1602636,NO,0,1,0,0
TWN1603027,Yes,1,0,0,0
TWN1604011,NO,0,0,0,1
TWN1604068,Yes,1,0,0,0
TWN1608275,NO,0,0,0,0
TWN1608703,NO,0,0,1,0
TWN1613278,NO,0,0,1,1
TWN1616496,NO,0,0,0,0
TWN1617807,Yes,1,1,1,1
TWN1623,Yes,1,1,0,0
TWN1625013,Yes,1,1,0,0
TWN1625051,Yes,1,0,0,0
TWN1626181,NO,0,0,0,0
TWN1626263,NO,0,0,0,0
TWN1626274,Yes,1,1,1,1
TWN1627508,NO,0,0,0,0
TWN1627835,Yes,1,0,0,0
TWN1628823,NO,0,0,0,0
TWN1631692,NO,0,0,0,1
TWN1633310,NO,0,1,0,0
TWN1634841,NO,0,0,0,0
TWN1635221,NO,0,0,0,0
TWN1636850,NO,0,0,0,1
TWN163725,NO,0,0,0,0
TWN163732,NO,0,1,0,0
TWN1639932,NO,0,0,0,0
TWN1641260,Yes,1,0,0,0
TWN1641709,Yes,1,0,0,0
TWN164333,Yes,1,0,0,0
TWN1643878,NO,0,0,0,0
TWN1644405,NO,0,0,0,0
TWN1647741,NO,0,0,0,0
TWN164893,Yes,1,1,1,1
TWN1649709,Yes,1,1,1,1
TWN1650112,Yes,1,1,0,0
TWN1652109,Yes,1,1,1,1
TWN1652839,NO,0,1,0,0
TWN1652956,NO,0,1,1,0
TWN1654,NO,0,0,1,1
TWN165580,NO,0,1,0,0
TWN1656195,NO,0,0,0,0
TWN1657948,Yes,1,1,0,0
TWN1658,Yes,1,1,1,1
TWN1661282,NO,0,1,1,1
TWN166349,Yes,1,1,0,0
TWN167049,Yes,1,0,0,0
TWN167193,NO,0,0,1,1
TWN1675787,NO,0,0,0,0
TWN1682235,NO,0,0,0,1
TWN1682640,NO,0,1,1,0
TWN1686750,Yes,1,0,0,0
TWN1689,NO,0,1,0,0
TWN1691626,Yes,1,1,1,1
TWN1695574,NO,0,0,1,1
TWN1697045,Yes,1,1,1,1
TWN1702953,NO,0,1,1,0
TWN1704070,Yes,1,1,0,0
TWN1707,NO,0,0,1,0
TWN1708639,Yes,1,0,0,0
TWN1709989,NO,0,1,0,0
TWN1710,Yes,1,1,0,0
TWN1713055,Yes,1,0,0,0
TWN1715229,Yes,1,1,1,1
TWN171636,Yes,1,1,1,1
TWN1717715,Yes,1,1,1,1
TWN1719232,Yes,1,1,1,1
TWN1719682,Yes,1,1,1,1
TWN1720991,NO,0,0,0,0
TWN1722647,NO,0,0,0,0
TWN1727971,NO,0,0,0,0
TWN1735429,NO,0,0,0,1
TWN1735465,Yes,1,0,0,0
TWN1739957,NO,0,0,1,0
TWN1748563,Yes,1,1,1,1
TWN1749731,Yes,1,1,1,1
TWN1750628,NO,0,0,1,0
TWN1752581,Yes,1,1,0,0
TWN1752769,Yes,1,0,0,0
TWN1755371,NO,0,1,1,0
TWN1755420,Yes,1,0,0,0
TWN1756391,Yes,1,1,1,1
TWN1757,NO,0,0,1,1
TWN1758044,NO,0,0,1,0
TWN1761152,Yes,1,1,1,1
TWN1769,NO,0,1,1,0
TWN1769443,Yes,1,1,1,1
TWN1772922,NO,0,1,0,0
TWN1777572,NO,0,0,1,1
TWN1781704,NO,0,0,0,1
TWN1789969,Yes,1,1,1,1
TWN1790822,Yes,1,1,1,1
TWN1791,Yes,1,0,0,0
TWN1793,NO,0,0,0,0
TWN1793573,NO,0,0,0,0
TWN1799863,NO,0,1,1,0
TWN1806003,NO,0,1,0,0
TWN180942,Yes,1,1,1,1
TWN1811584,Yes,1,1,1,1
TWN1816412,NO,0,0,1,1
TWN1819483,Yes,1,0,0,0
TWN1825323,Yes,1,0,0,0
TWN1841278,Yes,1,1,1,1
TWN1844,NO,0,0,0,0
TWN1847110,Yes,1,1,1,1
TWN1847202,NO,0,0,0,0
TWN1847226,Yes,1,1,1,1
TWN1850482,NO,0,1,1,0
TWN1850502,NO,0,0,0,1
TWN1855,NO,0,0,1,0
TWN1855782,NO,0,0,1,1
TWN1856522,NO,0,0,0,0
TWN1863562,NO,0,1,1,0
TWN1871,Yes,1,1,1,1
TWN1881603,Yes,1,0,0,0
TWN1884682,NO,0,1,0,0
TWN1885642,NO,0,0,1,1
TWN1890362,Yes,1,1,1,1
TWN1890624,NO,0,0,1,1
TWN1890762,Yes,1,0,0,0
TWN1893438,Yes,1,1,1,1
TWN1894822,Yes,1,0,0,0
TWN1895,NO,0,1,0,0
TWN1895402,Yes,1,0,0,0
TWN1895566,NO,0,1,0,0
TWN1896004,Yes,1,1,1,1
TWN1896588,Yes,1,1,1,1
TWN1897047,NO,0,1,0,0
TWN1899,NO,0,1,0,0
TWN1900282,Yes,1,0,0,0
TWN1900496,NO,0,0,1,1
TWN1900547,Yes,1,1,1,1
TWN1905264,NO,0,1,1,0
TWN1908,NO,0,0,0,1
TWN1908782,NO,0,0,1,0
TWN1909382,Yes,1,0,0,0
TWN1911,NO,0,0,0,1
TWN1911962,Yes,1,1,1,1
TWN1913,NO,0,1,1,0
TWN1915071,NO,0,1,0,0
TWN1915083,NO,0,1,0,0
TWN1915762,NO,0,0,0,0
TWN1919024,NO,0,0,1,1
TWN1923022,Yes,1,0,0,0
TWN1923984,NO,0,1,1,0
TWN1927142,Yes,1,1,1,1
TWN1928918,Yes,1,1,1,1
TWN1929091,Yes,1,1,1,1
TWN1931742,Yes,1,1,1,1
TWN1932,Yes,1,1,1,1
TWN1933,NO,0,0,0,1
TWN1933513,Yes,1,1,1,1
TWN1934319,NO,0,0,1,1
TWN1934617,Yes,1,1,1,1
TWN1934750,NO,0,0,1,0
TWN1934780,NO,0,0,0,0
TWN1937495,NO,0,0,0,0
TWN1937758,Yes,1,1,1,1
TWN1937990,NO,0,0,1,0
TWN1938071,NO,0,0,0,0
TWN1940444,NO,0,0,0,1
TWN1941359,NO,0,1,0,0
TWN1942223,NO,0,1,1,0
TWN1943347,NO,0,0,0,0
TWN1947,Yes,1,0,0,0
TWN1964699,NO,0,0,0,1
TWN1966407,Yes,1,1,1,1
TWN1970,NO,0,0,0,0
TWN1972,NO,0,1,0,0
TWN1974,NO,0,1,0,0
TWN1999882,NO,0,0,1,0
TWN2002443,NO,0,1,0,0
TWN2002835,Yes,1,0,0,0
TWN2005281,Yes,1,0,0,0
TWN2008028,Yes,1,0,0,0
TWN2014989,NO,0,1,0,0
TWN2015982,Yes,1,0,0,0
TWN2017910,Yes,1,1,1,1
TWN2019397,Yes,1,0,0,0
TWN2019443,NO,0,0,0,0
TWN2026248,NO,0,1,0,0
TWN2027687,Yes,1,1,1,1
TWN2032626,Yes,1,1,1,1
TWN2032755,NO,0,0,0,0
TWN2044,NO,0,1,1,0
TWN2047146,Yes,1,0,0,0
TWN2048543,Yes,1,0,0,0
TWN2049,Yes,1,1,1,1
TWN2053947,NO,0,0,0,1
TWN2054325,Yes,1,1,1,1
TWN2064,Yes,1,1,1,1
TWN2066,NO,0,0,1,0
TWN2066570,Yes,1,0,0,0
TWN2070089,Yes,1,0,0,0
TWN2072148,Yes,1,1,0,0
TWN2075,Yes,1,0,0,0
TWN2077100,NO,0,0,0,0
TWN2077256,Yes,1,1,1,1
TWN2078123,Yes,1,0,0,0
TWN2104692,Yes,1,1,1,1
TWN2111342,NO,0,0,1,1
TWN2112288,Yes,1,0,0,0
TWN2115738,NO,0,0,0,0
TWN2118601,NO,0,1,0,0
TWN2121363,Yes,1,1,0,0
TWN2124024,NO,0,1,1,0
TWN2129966,NO,0,1,0,0
TWN2168328,Yes,1,0,0,0
TWN2168737,NO,0,1,0,0
TWN2170122,NO,0,1,0,0
TWN2174383,NO,0,0,0,1
TWN2178,Yes,1,0,0,0
TWN2183102,NO,0,0,1,0
TWN2184039,NO,0,0,1,1
TWN2189,NO,0,0,0,1
TWN2204514,Yes,1,1,1,1
TWN2205,NO,0,1,0,0
TWN2207,NO,0,1,0,0
TWN2218662,Yes,1,1,1,1
TWN2233539,NO,0,0,0,0
TWN2245,NO,0,0,0,0
TWN2247440,Yes,1,1,0,0
TWN2264939,NO,0,0,0,1
TWN2268239,Yes,1,0,0,0
TWN2282686,Yes,1,1,1,1
TWN2283831,NO,0,1,0,0
TWN2284217,Yes,1,0,0,0
TWN2285251,NO,0,0,0,0
TWN2293632,Yes,1,1,1,1
TWN2297,NO,0,0,0,1
TWN2298263,Yes,1,1,1,1
TWN2298627,Yes,1,1,1,1
TWN2305,NO,0,1,1,0
TWN2306112,NO,0,0,0,0
TWN2315582,NO,0,0,1,0
TWN2317,Yes,1,1,1,1
TWN2317993,Yes,1,0,0,0
TWN2320031,Yes,1,1,1,1
TWN2320752,Yes,1,0,0,0
TWN2322666,Yes,1,1,1,1
TWN2323402,NO,0,1,0,0
TWN2323774,NO,0,0,1,1
TWN2324595,NO,0,0,1,1
TWN2327,NO,0,0,0,0
TWN2330694,NO,0,0,1,1
TWN2334638,Yes,1,0,0,0
TWN2335686,NO,0,0,0,0
TWN2345474,NO,0,1,1,1
TWN234717,Yes,1,1,1,1
TWN2348,Yes,1,0,0,0
TWN2348842,Yes,1,0,0,0
TWN2349862,NO,0,0,0,1
TWN2350404,NO,0,0,0,0
TWN2350782,NO,0,0,0,1
TWN2350783,Yes,1,0,0,0
TWN2351284,NO,0,1,1,1
TWN2351702,Yes,1,0,0,0
TWN2354965,Yes,1,0,0,0
TWN235702,NO,0,0,1,0
TWN2358864,NO,0,0,0,1
TWN2359258,Yes,1,1,1,1
TWN2364362,Yes,1,1,0,0
TWN2365542,NO,0,0,0,1
TWN2366142,Yes,1,0,0,0
TWN2366282,Yes,1,1,1,1
TWN2367915,NO,0,0,1,1
TWN2368033,Yes,1,1,1,1
TWN2369,NO,0,1,0,0
TWN2370,NO,0,1,0,0
TWN2370532,Yes,1,1,1,1
TWN2383465,NO,0,0,0,0
TWN2383473,NO,0,0,0,0
TWN2386657,NO,0,0,1,1
TWN2389242,Yes,1,1,1,1
TWN2392483,NO,0,0,0,1
TWN2404682,Yes,1,1,1,1
