Account ID,Current Season Ticket Holder?,Has 2021 Season Tickets,Had 2019 Season Tickets,Had 2018 Season Tickets,Had 2017 Season Tickets
TWN2409087,NO,0,0,0,0
TWN2413149,NO,0,0,1,1
TWN2420766,Yes,1,1,1,1
TWN2425138,Yes,1,1,1,1
TWN2428,NO,0,1,0,0
TWN2428522,NO,0,0,0,0
TWN2429,NO,0,1,0,0
TWN2429381,Yes,1,0,0,0
TWN2431442,Yes,1,1,1,1
TWN2444,NO,0,1,0,0
TWN2448896,Yes,1,1,1,1
TWN2452630,NO,0,0,0,0
TWN2454,Yes,1,1,1,1
TWN2455270,Yes,1,1,0,0
TWN2470609,Yes,1,0,0,0
TWN2470722,Yes,1,0,0,0
TWN2471594,NO,0,1,0,0
TWN2473473,Yes,1,1,1,1
TWN2474543,NO,0,0,0,0
TWN2475263,Yes,1,1,0,0
TWN2477085,NO,0,0,0,1
TWN2477159,Yes,1,1,1,1
TWN2477166,NO,0,0,0,0
TWN2477542,NO,0,0,0,0
TWN2485907,Yes,1,1,1,1
TWN2494969,Yes,1,0,0,0
TWN2495632,NO,0,0,0,1
TWN2498821,Yes,1,1,1,1
TWN2501,NO,0,0,1,0
TWN2504604,Yes,1,0,0,0
TWN2512005,Yes,1,1,0,0
TWN2512145,Yes,1,1,0,0
TWN2516732,Yes,1,0,0,0
TWN2525722,NO,0,0,0,0
TWN2529437,NO,0,0,0,0
TWN2531863,Yes,1,1,1,1
TWN2538026,NO,0,0,1,0
TWN2550,Yes,1,1,0,0
TWN2562594,Yes,1,1,1,1
TWN2567482,Yes,1,1,1,1
TWN2573392,NO,0,1,0,0
TWN2579357,NO,0,0,1,1
TWN2595305,NO,0,0,0,0
TWN2599,Yes,1,0,0,0
TWN2609947,NO,0,0,0,0
TWN2609971,NO,0,0,0,0
TWN2621,NO,0,1,0,0
TWN2623412,NO,0,0,0,1
TWN2640790,NO,0,0,0,0
TWN2643022,NO,0,0,0,0
TWN2645016,NO,0,0,0,0
TWN2645403,NO,0,0,0,1
TWN2647307,Yes,1,0,0,0
TWN2654108,Yes,1,1,1,1
TWN2656442,Yes,1,1,1,1
TWN2666605,Yes,1,1,1,1
TWN2672177,Yes,1,0,0,0
TWN2672392,NO,0,0,0,0
TWN2674456,Yes,1,1,1,1
TWN2676513,Yes,1,0,0,0
TWN2688765,Yes,1,0,0,0
TWN2689709,Yes,1,1,0,0
TWN2691277,Yes,1,0,0,0
TWN2698805,Yes,1,1,1,1
TWN2722794,NO,0,0,0,0
TWN2730498,Yes,1,1,1,1
TWN2733,NO,0,1,1,0
TWN2737208,NO,0,0,0,0
TWN2741036,Yes,1,1,0,0
TWN274434,NO,0,0,1,0
TWN2747025,Yes,1,0,0,0
TWN2749785,NO,0,1,0,0
TWN2755210,Yes,1,1,1,1
TWN2765,NO,0,0,1,0
TWN2770902,NO,0,0,0,0
TWN2773,Yes,1,0,0,0
TWN2775966,Yes,1,0,0,0
TWN2780345,Yes,1,1,0,0
TWN2782167,Yes,1,1,1,1
TWN2785026,NO,0,0,0,0
TWN2791005,NO,0,0,1,1
TWN2795168,Yes,1,1,1,1
TWN2797325,NO,0,0,0,0
TWN2797634,NO,0,1,0,0
TWN2828805,Yes,1,1,0,0
TWN2831987,Yes,1,1,1,1
TWN2838543,NO,0,0,1,0
TWN2841625,NO,0,0,1,0
TWN2844429,NO,0,0,0,0
TWN2845789,NO,0,1,0,0
TWN2845920,Yes,1,0,0,0
TWN2851565,NO,0,0,0,1
TWN2851566,Yes,1,0,0,0
TWN2851606,NO,0,0,1,0
TWN2852165,Yes,1,1,0,0
TWN2852265,Yes,1,1,1,1
TWN2852545,NO,0,0,1,1
TWN2852585,NO,0,1,1,0
TWN2852685,Yes,1,1,1,1
TWN2853365,NO,0,0,0,1
TWN2853525,NO,0,0,1,1
TWN2855077,NO,0,1,0,0
TWN2858665,Yes,1,1,1,1
TWN2860565,NO,0,0,0,0
TWN2867349,Yes,1,1,1,1
TWN2880525,NO,0,0,0,0
TWN2886815,Yes,1,0,0,0
TWN2896785,NO,0,0,0,0
TWN2898945,NO,0,1,0,0
TWN2905485,Yes,1,1,1,1
TWN2906585,NO,0,0,0,1
TWN2914445,NO,0,0,0,0
TWN2916805,Yes,1,0,0,0
TWN2924879,NO,0,0,0,1
TWN293183,Yes,1,1,1,1
TWN2935368,NO,0,0,0,0
TWN2936953,NO,0,1,0,0
TWN2942121,Yes,1,0,0,0
TWN2945024,Yes,1,1,1,1
TWN2953258,Yes,1,1,1,1
TWN2955,NO,0,1,1,0
TWN2955464,NO,0,1,1,0
TWN2957487,Yes,1,1,1,1
TWN2959385,Yes,1,1,1,1
TWN2964396,NO,0,0,0,0
TWN2969143,NO,0,0,1,1
TWN2972983,NO,0,1,0,0
TWN2976568,NO,0,0,0,0
TWN2980428,NO,0,0,1,1
TWN2984230,NO,0,0,0,0
TWN2984610,NO,0,0,0,0
TWN2986106,NO,0,0,0,0
TWN2988705,Yes,1,1,1,1
TWN2999366,Yes,1,1,0,0
TWN3000,Yes,1,1,1,1
TWN3000797,NO,0,0,0,0
TWN3001885,NO,0,0,1,0
TWN3003985,NO,0,0,0,0
TWN3005785,NO,0,0,0,0
TWN3012361,Yes,1,1,1,1
TWN3020,Yes,1,0,0,0
TWN3024353,Yes,1,0,0,0
TWN3027906,Yes,1,0,0,0
TWN3028,Yes,1,0,0,0
TWN3028327,NO,0,0,0,0
TWN3030038,NO,0,0,0,1
TWN3030062,Yes,1,1,1,1
TWN3036122,NO,0,0,0,0
TWN3044818,Yes,1,1,0,0
TWN3046751,Yes,1,1,0,0
TWN3051527,NO,0,1,0,0
TWN3053165,NO,0,0,0,0
TWN3055825,Yes,1,1,1,1
TWN3059367,NO,0,0,1,1
TWN3062096,Yes,1,0,0,0
TWN3073175,Yes,1,0,0,0
TWN3073910,NO,0,1,1,0
TWN3075698,Yes,1,0,0,0
TWN3078650,NO,0,0,0,1
TWN3079205,NO,0,0,0,1
TWN3081522,Yes,1,0,0,0
TWN3083236,Yes,1,1,1,1
TWN3083240,Yes,1,1,1,1
TWN3083606,NO,0,1,0,0
TWN3085764,NO,0,1,1,0
TWN3085934,Yes,1,1,1,1
TWN3087256,Yes,1,1,1,1
TWN3096871,Yes,1,0,0,0
TWN3097612,Yes,1,1,1,1
TWN3098096,Yes,1,1,1,1
TWN3098951,Yes,1,1,1,1
TWN3099076,Yes,1,0,0,0
TWN3100645,Yes,1,1,0,0
TWN3101271,Yes,1,1,1,1
TWN3102336,Yes,1,0,0,0
TWN3104433,NO,0,1,1,0
TWN3105403,NO,0,0,0,1
TWN3108321,Yes,1,0,0,0
TWN3110386,Yes,1,1,1,1
TWN3110511,Yes,1,0,0,0
TWN3113402,Yes,1,0,0,0
TWN3114093,NO,0,0,0,0
TWN3115344,Yes,1,0,0,0
TWN3116114,Yes,1,1,1,1
TWN3117179,Yes,1,1,1,1
TWN3118197,NO,0,0,1,0
TWN3118915,NO,0,0,1,1
TWN3123576,NO,0,0,0,1
TWN3125445,Yes,1,1,1,1
TWN3126068,NO,0,0,0,0
TWN3126418,Yes,1,1,0,0
TWN3130235,NO,0,1,0,0
TWN3130777,NO,0,0,1,0
TWN3141729,NO,0,0,0,0
TWN3142628,Yes,1,0,0,0
TWN3144779,Yes,1,1,1,1
TWN3145103,Yes,1,0,0,0
TWN3146653,NO,0,0,1,1
TWN3146677,NO,0,0,1,0
TWN3146789,NO,0,0,0,1
TWN3147374,NO,0,1,0,0
TWN3148151,Yes,1,1,1,1
TWN3148152,NO,0,0,0,1
TWN3148992,Yes,1,0,0,0
TWN3149351,Yes,1,1,0,0
TWN3149711,Yes,1,0,0,0
TWN3149831,NO,0,0,1,1
TWN3149932,Yes,1,1,1,1
TWN3150411,NO,0,0,0,0
TWN3150412,NO,0,1,0,0
TWN3150572,NO,0,0,0,1
TWN3153332,Yes,1,1,1,1
TWN3155141,Yes,1,1,1,1
TWN3162674,Yes,1,1,1,1
TWN3165957,NO,0,0,0,0
TWN3167697,Yes,1,1,1,1
TWN3167945,NO,0,1,0,0
TWN3168173,NO,0,0,0,1
TWN3168313,Yes,1,0,0,0
TWN3168771,Yes,1,1,0,0
TWN3168845,NO,0,0,0,0
TWN3168980,Yes,1,1,1,1
TWN3169755,NO,0,0,0,1
TWN3169991,NO,0,0,0,0
TWN3173991,Yes,1,1,1,1
TWN3174451,Yes,1,1,1,1
TWN3175177,NO,0,0,0,0
TWN3177435,Yes,1,1,1,1
TWN3177465,NO,0,0,0,0
TWN3177664,Yes,1,0,0,0
TWN3177923,NO,0,1,0,0
TWN3178221,NO,0,0,0,0
TWN3181698,NO,0,0,1,1
TWN3183317,NO,0,0,0,0
TWN3183341,NO,0,1,1,1
TWN3185677,Yes,1,0,0,0
TWN3185869,Yes,1,1,0,0
TWN3188073,Yes,1,0,0,0
TWN3188536,Yes,1,1,1,1
TWN3189508,Yes,1,1,1,1
TWN3189927,NO,0,0,1,1
TWN3190,NO,0,1,0,0
TWN3190413,NO,0,1,0,0
TWN3190813,Yes,1,1,1,1
TWN3191703,NO,0,0,0,0
TWN3191951,NO,0,0,1,1
TWN3192078,NO,0,0,0,0
TWN3194162,Yes,1,1,1,1
TWN3194575,NO,0,0,1,0
TWN3196099,NO,0,1,0,0
TWN3196293,NO,0,0,1,1
TWN3197152,Yes,1,1,1,1
TWN3198642,Yes,1,1,1,1
TWN3199842,Yes,1,0,0,0
TWN3200225,NO,0,0,0,0
TWN3203713,Yes,1,0,0,0
TWN3203792,NO,0,0,0,0
TWN3204527,NO,0,0,0,0
TWN3206386,Yes,1,0,0,0
TWN3206452,Yes,1,1,1,1
TWN3207221,NO,0,0,1,0
TWN3207420,NO,0,0,1,0
TWN3207483,NO,0,1,0,0
TWN3208093,NO,0,0,1,1
TWN3209051,NO,0,1,0,0
TWN3211667,Yes,1,0,0,0
TWN3212262,Yes,1,1,0,0
TWN3212691,NO,0,0,0,1
TWN3213224,Yes,1,1,1,1
TWN3215155,NO,0,0,0,1
TWN3216,NO,0,0,0,1
TWN3216449,NO,0,0,0,0
TWN3217011,Yes,1,1,1,1
TWN3220126,Yes,1,1,1,1
TWN3222766,Yes,1,1,1,1
TWN3222916,Yes,1,1,1,1
TWN3223,NO,0,0,1,1
TWN3224113,Yes,1,1,1,1
TWN3224621,Yes,1,0,0,0
TWN3225122,Yes,1,1,0,0
TWN3225918,Yes,1,1,1,1
TWN3225958,Yes,1,1,1,1
TWN3230553,Yes,1,1,1,1
TWN3231017,NO,0,0,0,0
TWN3231846,NO,0,1,0,0
TWN3235131,NO,0,0,0,1
TWN3235942,NO,0,0,0,0
TWN3237584,NO,0,0,0,1
TWN3238034,Yes,1,0,0,0
TWN3240200,Yes,1,1,1,1
TWN3244064,Yes,1,0,0,0
TWN3244636,NO,0,0,0,0
TWN3246607,NO,0,0,1,1
TWN3247324,Yes,1,1,1,1
TWN3248881,Yes,1,1,0,0
TWN3252102,NO,0,0,0,1
TWN3254935,Yes,1,0,0,0
TWN3255333,NO,0,0,0,0
TWN3257494,NO,0,1,0,0
TWN3259557,Yes,1,0,0,0
TWN3259939,Yes,1,1,0,0
TWN3260980,Yes,1,0,0,0
TWN3261108,Yes,1,1,0,0
TWN3263889,NO,0,0,0,0
TWN3265373,Yes,1,1,1,1
TWN3270436,Yes,1,1,1,1
TWN3270860,NO,0,0,0,0
TWN3275064,NO,0,1,0,0
TWN3275791,NO,0,0,1,0
TWN3276429,NO,0,0,0,1
TWN3277383,NO,0,1,1,0
TWN3280457,Yes,1,0,0,0
TWN3281588,NO,0,0,1,0
TWN3281742,Yes,1,1,1,1
TWN3283246,Yes,1,1,1,1
TWN3283374,Yes,1,1,1,1
TWN3283479,Yes,1,0,0,0
TWN3284408,Yes,1,0,0,0
TWN3295010,Yes,1,1,1,1
TWN3296675,NO,0,0,0,1
TWN3296769,Yes,1,1,1,1
TWN3299427,Yes,1,1,1,1
TWN3300632,NO,0,0,0,1
TWN3300682,NO,0,1,0,0
TWN3301141,NO,0,1,1,0
TWN3301200,Yes,1,0,0,0
TWN3301263,NO,0,1,1,0
TWN3302295,NO,0,0,1,1
TWN3304905,Yes,1,1,1,1
TWN3305197,NO,0,0,0,0
TWN3306497,NO,0,0,0,0
TWN3306936,Yes,1,0,0,0
TWN3306958,NO,0,0,1,1
TWN3307910,NO,0,0,1,1
TWN3307912,NO,0,0,0,1
TWN3307999,Yes,1,1,1,1
TWN3308519,NO,0,1,1,0
TWN3309041,Yes,1,1,1,1
TWN3310166,Yes,1,0,0,0
TWN3310184,NO,0,0,1,0
TWN3311723,Yes,1,1,1,1
TWN3312207,NO,0,1,0,0
TWN3312404,Yes,1,1,1,1
TWN3312946,Yes,1,1,0,0
TWN3313086,NO,0,0,0,0
TWN3313270,Yes,1,0,0,0
TWN3313277,Yes,1,1,1,1
TWN3313283,NO,0,0,0,0
TWN3313394,NO,0,1,1,0
TWN3313497,NO,0,0,0,0
TWN3313726,Yes,1,1,1,1
TWN3313912,NO,0,0,0,1
TWN3315870,Yes,1,1,1,1
TWN3315950,NO,0,1,0,0
TWN3315951,Yes,1,0,0,0
TWN3316685,Yes,1,1,0,0
TWN3316744,NO,0,0,1,0
TWN3316861,NO,0,1,1,0
TWN3316984,NO,0,0,1,1
TWN3317416,Yes,1,0,0,0
TWN3317974,NO,0,0,0,1
TWN3318516,NO,0,0,0,0
TWN3318673,NO,0,0,0,0
TWN3318686,NO,0,0,0,0
TWN3319501,NO,0,0,0,1
TWN3319808,Yes,1,1,1,1
TWN3320614,Yes,1,0,0,0
TWN3321168,Yes,1,1,1,1
TWN3321834,NO,0,0,0,1
TWN3324482,NO,0,0,0,0
TWN3324978,Yes,1,1,1,1
TWN3326723,NO,0,0,0,1
TWN3327118,NO,0,0,0,1
TWN3327187,NO,0,0,0,1
TWN3328217,Yes,1,0,0,0
TWN3328849,NO,0,1,0,0
TWN3329083,NO,0,0,0,0
TWN3329262,Yes,1,1,1,1
TWN3332428,NO,0,0,1,1
TWN3333689,NO,0,0,1,0
TWN3334139,Yes,1,0,0,0
TWN3334218,NO,0,0,0,1
TWN3335968,NO,0,1,0,0
TWN3336108,NO,0,0,1,0
TWN3337705,Yes,1,1,1,1
TWN3339500,NO,0,0,0,0
TWN3339836,Yes,1,1,1,1
TWN3340937,NO,0,1,0,0
TWN3341337,Yes,1,1,1,1
TWN3345777,Yes,1,1,1,1
TWN3350138,NO,0,0,0,0
TWN3351598,NO,0,0,0,0
TWN3355651,NO,0,0,0,1
TWN3356101,Yes,1,1,1,1
TWN3356854,Yes,1,0,0,0
TWN3357329,NO,0,0,1,1
TWN3357394,Yes,1,1,0,0
TWN3358840,NO,0,0,0,1
TWN3359437,Yes,1,1,1,1
TWN3363221,Yes,1,0,0,0
TWN3366316,Yes,1,1,1,1
TWN3366528,Yes,1,1,1,1
TWN3367379,NO,0,0,0,0
TWN3368556,NO,0,0,0,0
TWN3369822,NO,0,0,1,1
TWN3370373,NO,0,0,1,1
TWN3370838,NO,0,0,0,1
TWN3371541,Yes,1,0,0,0
TWN3373391,Yes,1,1,0,0
TWN3374133,NO,0,0,0,0
TWN3379793,Yes,1,1,0,0
TWN3381830,NO,0,0,0,0
TWN3382301,Yes,1,1,1,1
TWN3382575,NO,0,0,0,0
TWN3384665,Yes,1,1,1,1
TWN3386431,Yes,1,0,0,0
TWN3388757,Yes,1,1,1,1
TWN3390227,NO,0,0,1,0
TWN3393015,NO,0,0,0,0
TWN3398248,Yes,1,0,0,0
TWN3398940,NO,0,0,0,0
TWN3399516,Yes,1,1,0,0
TWN3401207,NO,0,1,1,0
TWN3402773,NO,0,0,0,0
TWN3403,NO,0,1,0,0
TWN3404234,NO,0,0,1,0
TWN3406438,NO,0,0,1,0
TWN3406659,Yes,1,1,1,1
TWN3407563,Yes,1,0,0,0
TWN3407779,Yes,1,0,0,0
TWN3407787,NO,0,0,1,1
TWN3407842,NO,0,0,0,1
TWN3407921,Yes,1,1,1,1
TWN3408007,NO,0,0,1,0
TWN3408009,Yes,1,0,0,0
TWN3408045,Yes,1,1,0,0
TWN3408069,NO,0,0,0,0
TWN3409146,NO,0,0,0,0
TWN3409168,NO,0,1,1,0
TWN3409476,Yes,1,0,0,0
TWN3409627,NO,0,0,1,1
TWN3409629,Yes,1,1,1,1
TWN3409736,Yes,1,0,0,0
TWN3409747,Yes,1,1,0,0
TWN3410000,Yes,1,1,1,1
TWN3411509,NO,0,0,1,1
TWN3411534,Yes,1,1,1,1
TWN3412039,Yes,1,0,0,0
TWN3412236,Yes,1,1,1,1
TWN3412407,Yes,1,1,1,1
TWN3412410,Yes,1,1,1,1
TWN3412411,Yes,1,1,1,1
TWN3412606,Yes,1,0,0,0
TWN3412959,Yes,1,0,0,0
TWN3414090,NO,0,0,0,1
TWN3414095,NO,0,0,1,0
TWN3414133,Yes,1,1,1,1
TWN3414243,Yes,1,1,1,1
TWN3415260,Yes,1,1,1,1
TWN3415338,NO,0,1,0,0
TWN3416123,Yes,1,1,1,1
TWN3417182,NO,0,0,0,0
TWN3419710,NO,0,1,0,0
TWN3420012,NO,0,1,1,0
TWN3420180,Yes,1,0,0,0
TWN3420219,Yes,1,1,1,1
TWN3420278,Yes,1,1,1,1
TWN3420282,NO,0,0,1,1
TWN3420448,NO,0,0,0,0
TWN3420999,NO,0,0,1,0
TWN3422024,NO,0,0,0,0
TWN3423399,Yes,1,0,0,0
TWN3423427,Yes,1,1,1,1
TWN3423568,NO,0,0,0,0
TWN3423691,NO,0,1,0,0
TWN3423929,Yes,1,1,1,1
TWN3425374,Yes,1,1,0,0
TWN3426116,Yes,1,1,1,1
TWN3426302,NO,0,0,0,1
TWN3426615,Yes,1,0,0,0
TWN3427452,Yes,1,1,0,0
TWN3427563,Yes,1,1,1,1
TWN3428923,NO,0,0,1,1
TWN3428938,Yes,1,0,0,0
TWN3429013,NO,0,0,0,0
TWN3429678,NO,0,0,1,1
TWN3430930,NO,0,1,0,0
TWN3431488,NO,0,0,0,0
TWN3431619,Yes,1,1,0,0
TWN3433171,Yes,1,1,0,0
TWN3433845,Yes,1,1,1,1
TWN3434911,NO,0,1,0,0
TWN3435206,Yes,1,1,1,1
TWN3436296,NO,0,0,1,0
TWN3436867,Yes,1,1,1,1
TWN3437088,NO,0,0,0,1
TWN3437900,Yes,1,1,1,1
TWN3440319,NO,0,0,0,0
TWN3442160,Yes,1,0,0,0
TWN3443040,Yes,1,1,1,1
TWN3443692,Yes,1,1,1,1
TWN3446305,NO,0,0,0,0
TWN3449951,Yes,1,0,0,0
TWN3451168,NO,0,0,0,0
TWN3451200,NO,0,0,0,0
TWN3452042,NO,0,0,0,1
TWN3453330,Yes,1,0,0,0
TWN3453603,Yes,1,0,0,0
TWN3454935,Yes,1,1,0,0
TWN3456667,Yes,1,0,0,0
TWN3459806,Yes,1,0,0,0
TWN3460155,Yes,1,0,0,0
TWN3460350,NO,0,0,0,0
TWN3460415,Yes,1,1,1,1
TWN3461687,NO,0,0,0,0
TWN3465179,Yes,1,1,1,1
TWN3467902,Yes,1,1,0,0
TWN3468263,NO,0,0,0,1
TWN3468638,Yes,1,0,0,0
TWN3472525,NO,0,0,0,0
TWN3474328,NO,0,0,0,1
TWN3476022,Yes,1,1,0,0
TWN3476306,Yes,1,1,1,1
TWN3476380,Yes,1,0,0,0
TWN3476424,Yes,1,1,1,1
TWN3477162,NO,0,1,0,0
TWN3478402,NO,0,1,0,0
TWN3478765,Yes,1,1,1,1
TWN3481579,NO,0,0,0,0
TWN3481997,Yes,1,1,1,1
TWN3482595,Yes,1,1,1,1
TWN3483299,Yes,1,1,1,1
TWN3483977,Yes,1,1,0,0
TWN3484228,Yes,1,0,0,0
TWN3484766,Yes,1,0,0,0
TWN3485614,Yes,1,1,0,0
TWN3486143,NO,0,0,1,1
TWN3488097,NO,0,0,0,0
TWN3489949,Yes,1,1,1,1
TWN3490395,NO,0,0,0,1
TWN3491027,Yes,1,1,1,1
TWN3494080,Yes,1,0,0,0
TWN3494894,Yes,1,0,0,0
TWN3495079,Yes,1,0,0,0
TWN3496164,Yes,1,0,0,0
TWN3496842,Yes,1,0,0,0
TWN3502056,Yes,1,1,1,1
TWN3503690,NO,0,0,0,0
TWN3504317,Yes,1,1,1,1
TWN3504374,Yes,1,1,0,0
TWN3505483,NO,0,0,0,0
TWN3506980,NO,0,0,0,0
TWN3509392,Yes,1,1,1,1
TWN3512330,Yes,1,1,1,1
TWN3512933,Yes,1,1,0,0
TWN3512954,Yes,1,1,1,1
TWN3513004,Yes,1,0,0,0
TWN3514970,NO,0,0,0,1
TWN3516968,Yes,1,1,0,0
TWN3517069,Yes,1,1,1,1
TWN3517186,NO,0,0,0,1
TWN3518541,NO,0,0,0,0
TWN3519959,Yes,1,0,0,0
TWN3521583,Yes,1,1,0,0
TWN3522655,Yes,1,0,0,0
TWN3522820,Yes,1,1,1,1
TWN3523081,NO,0,1,0,0
TWN3523336,Yes,1,1,1,1
TWN3523705,Yes,1,1,1,1
TWN3524045,NO,0,0,1,0
TWN3526967,Yes,1,0,0,0
TWN3527227,NO,0,0,0,1
TWN3527994,NO,0,0,0,0
TWN3528089,NO,0,0,0,0
TWN3529082,NO,0,0,0,1
TWN3529515,NO,0,0,1,0
TWN3529575,NO,0,0,1,1
TWN3529795,NO,0,0,0,1
TWN3530439,NO,0,1,0,0
TWN3530719,NO,0,1,1,0
TWN3530724,NO,0,1,1,0
TWN3530862,NO,0,1,1,0
TWN3530879,Yes,1,0,0,0
TWN3531503,NO,0,1,0,0
TWN3531530,Yes,1,1,1,1
TWN3531683,NO,0,1,0,0
TWN3531760,NO,0,0,1,1
TWN3531772,Yes,1,1,1,1
TWN3531865,Yes,1,1,1,1
TWN3531867,NO,0,1,1,1
TWN3531943,Yes,1,1,1,1
TWN3532205,NO,0,1,0,0
TWN3532211,NO,0,0,0,1
TWN3532267,NO,0,1,0,0
TWN3532732,Yes,1,1,0,0
TWN3532802,NO,0,0,0,0
TWN3532988,NO,0,1,0,0
TWN3533038,Yes,1,1,1,1
TWN3533096,NO,0,1,0,0
TWN3533116,Yes,1,0,0,0
TWN3533415,Yes,1,0,0,0
TWN3533434,Yes,1,1,1,1
TWN3533608,Yes,1,1,1,1
TWN3533671,Yes,1,1,1,1
TWN3533808,Yes,1,1,1,1
TWN3533913,NO,0,0,0,0
TWN3534021,Yes,1,0,0,0
TWN3534924,Yes,1,0,0,0
TWN3534930,Yes,1,0,0,0
TWN3535060,NO,0,1,1,0
TWN3535295,Yes,1,0,0,0
TWN3535744,NO,0,1,0,0
TWN3536144,Yes,1,1,0,0
TWN3536235,Yes,1,1,1,1
TWN3536299,NO,0,1,1,0
TWN3536980,Yes,1,1,1,1
TWN3537110,NO,0,0,1,1
TWN3537574,NO,0,1,0,0
TWN3537594,Yes,1,1,1,1
TWN3539190,Yes,1,1,0,0
TWN3540587,NO,0,0,1,1
TWN3542568,Yes,1,0,0,0
TWN3543001,NO,0,0,0,1
TWN3543188,Yes,1,0,0,0
TWN3543599,NO,0,0,0,1
TWN3543628,Yes,1,1,1,1
TWN3543714,NO,0,1,1,0
TWN3543763,NO,0,0,1,1
TWN3544312,Yes,1,1,1,1
TWN3544540,Yes,1,1,0,0
TWN3545068,NO,0,0,0,0
TWN3546263,NO,0,1,0,0
TWN3546871,Yes,1,0,0,0
TWN3548160,NO,0,1,0,0
TWN3549193,NO,0,0,0,0
TWN3549253,NO,0,0,0,0
TWN3549767,Yes,1,0,0,0
TWN3551055,NO,0,1,1,0
TWN3551211,NO,0,0,1,0
TWN3551223,NO,0,0,0,0
TWN3551375,NO,0,0,0,0
TWN3554588,NO,0,0,0,0
TWN3554649,NO,0,0,1,0
TWN3554668,Yes,1,0,0,0
TWN3555847,NO,0,0,1,1
TWN3556038,Yes,1,0,0,0
TWN3556410,NO,0,0,0,1
TWN3556891,Yes,1,1,1,1
TWN3557603,Yes,1,1,1,1
TWN3557884,Yes,1,0,0,0
TWN3562387,Yes,1,1,1,1
TWN3563071,Yes,1,0,0,0
TWN3565285,Yes,1,1,1,1
TWN3566287,NO,0,0,0,1
TWN3566418,NO,0,1,0,0
TWN3568921,Yes,1,1,0,0
TWN3569679,Yes,1,0,0,0
TWN3571504,NO,0,0,0,0
TWN3575763,NO,0,1,0,0
TWN3576867,Yes,1,1,1,1
TWN3581029,NO,0,0,0,0
TWN3583371,NO,0,1,0,0
TWN3583801,Yes,1,1,1,1
TWN3583975,NO,0,1,0,0
TWN3584799,NO,0,1,0,0
TWN3584926,NO,0,1,0,0
TWN3585673,NO,0,1,0,0
TWN3591318,NO,0,0,1,1
TWN3597753,Yes,1,0,0,0
TWN3598178,Yes,1,1,1,1
TWN3603005,Yes,1,1,1,1
TWN3604459,Yes,1,0,0,0
TWN3605618,NO,0,0,0,0
TWN3609007,Yes,1,1,1,1
TWN3616096,NO,0,1,0,0
TWN3616634,NO,0,0,0,0
TWN3617279,NO,0,0,1,1
TWN3619863,NO,0,0,1,0
TWN3620534,Yes,1,1,1,1
TWN3621116,Yes,1,0,0,0
TWN3621945,Yes,1,0,0,0
TWN3622424,Yes,1,0,0,0
TWN3623,NO,0,0,1,1
TWN3625317,NO,0,0,1,1
TWN3626478,NO,0,1,0,0
TWN3630179,Yes,1,1,1,1
TWN363114,NO,0,0,1,1
TWN3634298,NO,0,0,1,1
TWN3634344,NO,0,0,1,0
TWN3638324,NO,0,0,0,1
TWN3641796,Yes,1,1,1,1
TWN3642835,NO,0,0,0,1
TWN3643037,NO,0,0,0,0
TWN3643127,NO,0,0,0,1
TWN3643926,NO,0,1,1,0
TWN3645183,NO,0,0,0,0
TWN3645219,NO,0,0,0,1
TWN3645686,NO,0,1,1,0
TWN3646193,Yes,1,1,0,0
TWN3646215,Yes,1,1,1,1
TWN364665,Yes,1,1,1,1
TWN3646734,NO,0,0,1,1
TWN3648029,NO,0,0,1,1
TWN3648103,NO,0,1,0,0
TWN3648116,NO,0,0,0,0
TWN3648615,NO,0,0,0,0
TWN3649982,Yes,1,1,0,0
TWN3650039,NO,0,1,1,0
TWN3650996,Yes,1,1,0,0
TWN3651330,NO,0,0,0,0
TWN3651497,NO,0,1,0,0
TWN3652018,NO,0,0,0,1
TWN3652055,Yes,1,0,0,0
TWN3653526,NO,0,0,0,0
TWN3653624,NO,0,0,1,0
