Account ID,Current Season Ticket Holder?,Has 2021 Season Tickets,Had 2019 Season Tickets,Had 2018 Season Tickets,Had 2017 Season Tickets
TWN365371,Yes,1,1,1,1
TWN3654007,NO,0,0,0,0
TWN3654926,Yes,1,1,1,1
TWN3655164,NO,0,0,0,0
TWN3655543,NO,0,0,1,1
TWN3655646,NO,0,0,0,0
TWN3656021,Yes,1,0,0,0
TWN3657009,NO,0,0,0,0
TWN3657527,Yes,1,0,0,0
TWN3657774,NO,0,0,1,1
TWN3657794,NO,0,0,1,0
TWN3657809,Yes,1,1,1,1
TWN3658156,NO,0,1,0,0
TWN3658250,NO,0,0,0,0
TWN3659185,NO,0,1,1,0
TWN3659357,Yes,1,0,0,0
TWN3659985,Yes,1,1,1,1
TWN3660003,Yes,1,0,0,0
TWN3660304,NO,0,0,0,0
TWN3660500,Yes,1,1,1,1
TWN3660596,Yes,1,0,0,0
TWN3661088,Yes,1,1,0,0
TWN3661121,NO,0,0,1,1
TWN3661697,Yes,1,1,1,1
TWN3662437,Yes,1,0,0,0
TWN3662718,Yes,1,1,1,1
TWN3662892,Yes,1,0,0,0
TWN3663886,NO,0,1,0,0
TWN3664113,NO,0,0,0,0
TWN3664127,Yes,1,1,0,0
TWN3664325,Yes,1,0,0,0
TWN3664332,Yes,1,1,0,0
TWN3665427,NO,0,0,0,0
TWN366569,NO,0,0,0,0
TWN3666433,Yes,1,0,0,0
TWN3667004,NO,0,0,0,0
TWN3668733,Yes,1,0,0,0
TWN3669236,NO,0,0,1,1
TWN3669816,Yes,1,0,0,0
TWN3669989,NO,0,0,0,0
TWN3671160,Yes,1,1,1,1
TWN3671694,Yes,1,0,0,0
TWN3671865,Yes,1,0,0,0
TWN3672488,Yes,1,1,1,1
TWN3672642,NO,0,0,0,0
TWN3674241,NO,0,1,0,0
TWN3675042,Yes,1,1,1,1
TWN3677608,Yes,1,1,0,0
TWN3681304,NO,0,0,0,1
TWN3682626,NO,0,1,1,0
TWN3683342,Yes,1,0,0,0
TWN3683823,NO,0,0,1,0
TWN3683847,Yes,1,0,0,0
TWN3683976,NO,0,1,0,0
TWN3685720,NO,0,0,1,1
TWN3687467,Yes,1,1,1,1
TWN3691333,NO,0,1,0,0
TWN3692369,Yes,1,0,0,0
TWN3692616,Yes,1,1,1,1
TWN3693879,NO,0,0,1,0
TWN3695792,Yes,1,0,0,0
TWN3698768,NO,0,1,0,0
TWN3700235,NO,0,0,0,1
TWN3700263,NO,0,0,0,0
TWN3700284,Yes,1,1,1,1
TWN3704373,NO,0,1,0,0
TWN3704433,NO,0,0,0,0
TWN3704474,NO,0,1,0,0
TWN3704539,Yes,1,1,0,0
TWN3706499,NO,0,0,0,0
TWN3706605,NO,0,0,0,0
TWN3707493,NO,0,1,1,0
TWN3709470,NO,0,0,0,0
TWN3711204,NO,0,0,0,1
TWN3711537,NO,0,0,0,0
TWN3713717,Yes,1,1,0,0
TWN3714341,NO,0,1,1,0
TWN3714979,Yes,1,0,0,0
TWN3716165,Yes,1,0,0,0
TWN3718119,Yes,1,1,1,1
TWN3718958,Yes,1,0,0,0
TWN3719180,Yes,1,0,0,0
TWN3719257,Yes,1,0,0,0
TWN3721143,NO,0,0,0,0
TWN3722402,Yes,1,1,1,1
TWN3724268,Yes,1,1,1,1
TWN3724707,NO,0,0,1,1
TWN3724716,Yes,1,0,0,0
TWN3728357,NO,0,0,0,0
TWN3731004,Yes,1,0,0,0
TWN3736501,Yes,1,0,0,0
TWN3736567,NO,0,0,1,0
TWN3737163,Yes,1,0,0,0
TWN3739278,NO,0,0,0,0
TWN3741457,Yes,1,1,1,1
TWN3741631,Yes,1,1,1,1
TWN3745585,NO,0,0,0,0
TWN3748618,NO,0,1,1,0
TWN3751127,NO,0,1,0,0
TWN3751195,NO,0,0,0,1
TWN3753655,Yes,1,1,1,1
TWN3756617,Yes,1,1,0,0
TWN3762560,NO,0,0,0,0
TWN3770528,NO,0,0,1,1
TWN3774990,Yes,1,1,1,1
TWN3776194,NO,0,0,0,0
TWN3776946,Yes,1,0,0,0
TWN3782122,NO,0,0,0,0
TWN3783058,NO,0,0,0,0
TWN3783869,Yes,1,1,1,1
TWN3785397,NO,0,0,0,0
TWN3788337,NO,0,0,0,0
TWN3788429,Yes,1,1,0,0
TWN3790739,Yes,1,1,1,1
TWN3792209,NO,0,1,0,0
TWN3795810,Yes,1,0,0,0
TWN380330,NO,0,0,0,0
TWN3805492,Yes,1,0,0,0
TWN3807837,Yes,1,1,1,1
TWN3807902,Yes,1,0,0,0
TWN3808450,NO,0,0,0,0
TWN3861,Yes,1,0,0,0
TWN3897,Yes,1,0,0,0
TWN3905,NO,0,0,1,0
TWN3966,NO,0,1,1,0
TWN4089,NO,0,0,0,0
TWN4106,NO,0,0,1,0
TWN418195,Yes,1,1,1,1
TWN421462,Yes,1,1,1,1
TWN4216,NO,0,1,0,0
TWN4328,NO,0,0,0,1
TWN4330,Yes,1,0,0,0
TWN4334,NO,0,0,1,1
TWN4372,Yes,1,0,0,0
TWN4394,NO,0,0,1,1
TWN4403,NO,0,0,1,1
TWN4433,NO,0,0,1,1
TWN4452,NO,0,1,1,1
TWN4501,Yes,1,1,1,1
TWN4503,NO,0,1,0,0
TWN4540,NO,0,1,1,0
TWN4562,NO,0,1,1,1
TWN4570,NO,0,1,1,0
TWN4622,Yes,1,1,1,1
TWN4625,NO,0,0,1,1
TWN464387,Yes,1,0,0,0
TWN4646,NO,0,1,0,0
TWN4654,Yes,1,0,0,0
TWN466354,NO,0,1,1,0
TWN466475,NO,0,1,0,0
TWN466734,Yes,1,1,1,1
TWN467056,NO,0,1,0,0
TWN467358,NO,0,0,1,0
TWN467403,NO,0,0,0,1
TWN467778,NO,0,0,0,0
TWN467881,NO,0,0,0,0
TWN467897,Yes,1,1,1,1
TWN467929,NO,0,1,1,0
TWN4703,Yes,1,1,1,1
TWN4715,NO,0,0,0,1
TWN4729,NO,0,0,1,1
TWN4742,NO,0,1,0,0
TWN4751,NO,0,1,0,0
TWN4771,Yes,1,1,1,1
TWN4787,NO,0,0,0,0
TWN482904,Yes,1,0,0,0
TWN483324,Yes,1,0,0,0
TWN483614,NO,0,0,0,1
TWN483875,Yes,1,1,0,0
TWN484218,NO,0,0,0,1
TWN484377,NO,0,0,1,0
TWN484423,Yes,1,0,0,0
TWN484931,NO,0,1,0,0
TWN485382,Yes,1,1,1,1
TWN485900,NO,0,1,1,0
TWN485959,Yes,1,0,0,0
TWN4861,NO,0,1,1,0
TWN4865,NO,0,0,1,0
TWN486629,Yes,1,1,1,1
TWN4867,NO,0,1,1,0
TWN4870,NO,0,0,0,1
TWN490479,Yes,1,1,1,1
TWN4940,Yes,1,1,1,1
TWN4993,Yes,1,0,0,0
TWN5009,NO,0,0,0,0
TWN514472,NO,0,0,0,0
TWN514567,Yes,1,1,1,1
TWN514585,Yes,1,1,1,1
TWN514603,Yes,1,0,0,0
TWN514618,Yes,1,1,1,1
TWN514768,NO,0,0,1,0
TWN514772,Yes,1,1,1,1
TWN514815,Yes,1,0,0,0
TWN515088,Yes,1,0,0,0
TWN515108,NO,0,0,0,1
TWN515173,Yes,1,0,0,0
TWN515335,Yes,1,0,0,0
TWN515338,Yes,1,0,0,0
TWN515339,NO,0,1,0,0
TWN515364,Yes,1,0,0,0
TWN515403,NO,0,1,0,0
TWN515599,NO,0,1,0,0
TWN515647,Yes,1,0,0,0
TWN515952,Yes,1,1,1,1
TWN516184,NO,0,0,1,0
TWN516759,Yes,1,1,0,0
TWN516908,NO,0,0,1,0
TWN516946,NO,0,0,1,1
TWN517063,Yes,1,0,0,0
TWN517137,NO,0,1,0,0
TWN517725,Yes,1,1,0,0
TWN517773,NO,0,0,1,1
TWN518642,NO,0,0,0,1
TWN518850,NO,0,1,1,1
TWN519045,Yes,1,0,0,0
TWN519657,NO,0,1,0,0
TWN524297,Yes,1,1,0,0
TWN524344,NO,0,1,0,0
TWN525363,Yes,1,1,1,1
TWN526591,Yes,1,1,0,0
TWN527210,Yes,1,1,1,1
TWN527795,NO,0,1,1,0
TWN529185,Yes,1,0,0,0
TWN532707,Yes,1,1,1,1
TWN533388,Yes,1,1,0,0
TWN535002,NO,0,0,0,1
TWN536605,Yes,1,1,1,1
TWN536868,NO,0,0,0,0
TWN550711,Yes,1,1,1,1
TWN555023,Yes,1,1,1,1
TWN555738,Yes,1,1,1,1
TWN5601,Yes,1,1,1,1
TWN56101,NO,0,1,0,0
TWN561952,Yes,1,0,0,0
TWN569623,Yes,1,1,0,0
TWN585503,NO,0,1,0,0
TWN586756,Yes,1,0,0,0
TWN586772,NO,0,0,0,1
TWN586779,Yes,1,0,0,0
TWN586782,NO,0,0,0,1
TWN586786,NO,0,0,1,0
TWN586820,Yes,1,1,1,1
TWN586821,NO,0,0,0,1
TWN586822,NO,0,0,0,0
TWN586829,Yes,1,1,0,0
TWN586835,Yes,1,1,1,1
TWN586874,NO,0,0,0,1
TWN586880,NO,0,0,1,1
TWN586887,NO,0,0,0,0
TWN586904,Yes,1,0,0,0
TWN586932,NO,0,1,0,0
TWN586954,Yes,1,0,0,0
TWN586976,Yes,1,0,0,0
TWN587021,NO,0,0,0,0
TWN587061,Yes,1,1,1,1
TWN587164,NO,0,1,0,0
TWN587205,NO,0,0,0,1
TWN587242,NO,0,0,0,1
TWN587295,Yes,1,1,1,1
TWN588063,NO,0,0,0,0
TWN588065,NO,0,0,0,1
TWN588066,NO,0,0,0,0
TWN588071,NO,0,0,1,0
TWN588090,NO,0,0,0,1
TWN588201,NO,0,1,0,0
TWN588449,Yes,1,0,0,0
TWN588827,Yes,1,0,0,0
TWN588863,NO,0,0,0,0
TWN588932,NO,0,0,0,0
TWN589044,NO,0,0,0,0
TWN589409,NO,0,0,1,1
TWN589500,Yes,1,1,1,1
TWN589562,NO,0,0,0,0
TWN589633,NO,0,1,0,0
TWN590183,NO,0,0,0,0
TWN590198,NO,0,1,0,0
TWN590291,NO,0,0,0,1
TWN590890,Yes,1,0,0,0
TWN591062,Yes,1,0,0,0
TWN591189,NO,0,0,0,1
TWN591207,NO,0,0,1,1
TWN591380,NO,0,0,0,1
TWN591535,Yes,1,1,1,1
TWN591862,NO,0,1,1,0
TWN592233,Yes,1,1,1,1
TWN592386,NO,0,0,1,1
TWN592440,NO,0,0,0,0
TWN592773,NO,0,0,0,0
TWN593435,NO,0,0,1,0
TWN593474,NO,0,0,0,0
TWN5938,NO,0,0,0,1
TWN593898,NO,0,1,0,0
TWN593950,NO,0,0,0,0
TWN594493,Yes,1,1,0,0
TWN594829,NO,0,0,1,1
TWN595064,NO,0,1,0,0
TWN595106,Yes,1,0,0,0
TWN595558,Yes,1,1,0,0
TWN595767,NO,0,0,0,0
TWN5964,NO,0,0,1,1
TWN597055,NO,0,1,1,0
TWN630336,Yes,1,1,0,0
TWN634374,NO,0,0,0,1
TWN63475,NO,0,0,1,1
TWN63514,NO,0,0,0,1
TWN637063,NO,0,0,0,1
TWN639803,NO,0,0,0,0
TWN640635,NO,0,0,0,1
TWN640911,NO,0,0,0,0
TWN641340,Yes,1,1,1,1
TWN643236,Yes,1,1,0,0
TWN643502,NO,0,1,0,0
TWN646076,Yes,1,1,1,1
TWN646278,NO,0,0,1,1
TWN646551,Yes,1,0,0,0
TWN647347,NO,0,0,0,0
TWN649124,Yes,1,0,0,0
TWN650537,Yes,1,0,0,0
TWN652083,Yes,1,0,0,0
TWN652310,NO,0,1,1,0
TWN652554,NO,0,0,0,0
TWN65260,NO,0,1,1,0
TWN654997,Yes,1,1,1,1
TWN655041,Yes,1,1,1,1
TWN655070,NO,0,1,0,0
TWN655093,NO,0,1,0,0
TWN655135,NO,0,0,0,0
TWN655142,NO,0,0,0,0
TWN655159,NO,0,0,0,1
TWN655176,NO,0,1,1,0
TWN655187,NO,0,0,0,0
TWN655201,Yes,1,0,0,0
TWN655222,NO,0,0,1,0
TWN655252,NO,0,1,0,0
TWN655291,Yes,1,1,1,1
TWN655311,NO,0,0,1,1
TWN655344,Yes,1,1,1,1
TWN655351,NO,0,0,0,1
TWN655377,NO,0,0,1,1
TWN655417,NO,0,0,1,0
TWN655423,NO,0,0,0,1
TWN655455,Yes,1,0,0,0
TWN655496,Yes,1,0,0,0
TWN655525,Yes,1,1,0,0
TWN655826,Yes,1,1,1,1
TWN655865,NO,0,1,1,0
TWN655873,NO,0,0,1,1
TWN655885,Yes,1,0,0,0
TWN655896,Yes,1,0,0,0
TWN655999,NO,0,0,1,1
TWN656025,Yes,1,1,1,1
TWN656062,NO,0,1,0,0
TWN656063,NO,0,0,1,1
TWN656101,NO,0,0,0,1
TWN656141,NO,0,0,0,0
TWN656177,NO,0,1,1,0
TWN656331,NO,0,0,0,0
TWN656386,NO,0,0,1,1
TWN656463,NO,0,1,0,0
TWN657361,Yes,1,1,1,1
TWN657418,NO,0,1,0,0
TWN657439,NO,0,0,0,0
TWN657466,NO,0,1,1,0
TWN657682,NO,0,0,0,0
TWN657811,NO,0,1,0,0
TWN657827,NO,0,0,1,1
TWN658187,NO,0,0,0,0
TWN658365,NO,0,0,0,1
TWN658388,Yes,1,1,0,0
TWN658638,NO,0,1,0,0
TWN659229,Yes,1,0,0,0
TWN659259,NO,0,0,0,0
TWN659330,NO,0,0,1,1
TWN659358,NO,0,1,0,0
TWN659533,NO,0,1,0,0
TWN659879,NO,0,0,1,1
TWN660136,NO,0,1,1,0
TWN660207,NO,0,1,0,0
TWN660386,NO,0,0,1,1
TWN661043,Yes,1,0,0,0
TWN661372,NO,0,0,0,1
TWN661374,NO,0,1,0,0
TWN661551,NO,0,1,0,0
TWN661626,NO,0,0,1,1
TWN661770,Yes,1,1,1,1
TWN662016,NO,0,0,1,0
TWN662100,Yes,1,1,1,1
TWN662190,NO,0,0,0,0
TWN662653,NO,0,0,1,0
TWN662871,Yes,1,1,1,1
TWN663147,NO,0,0,0,1
TWN663517,NO,0,0,1,1
TWN6638,NO,0,0,1,1
TWN664108,NO,0,0,1,1
TWN66496,NO,0,0,1,1
TWN664987,NO,0,0,0,0
TWN665013,Yes,1,0,0,0
TWN665687,NO,0,1,1,0
TWN665948,Yes,1,0,0,0
TWN666933,NO,0,0,0,0
TWN672707,NO,0,1,0,0
TWN680807,NO,0,1,0,0
TWN681130,Yes,1,0,0,0
TWN694699,Yes,1,0,0,0
TWN6964,NO,0,1,0,0
TWN702426,Yes,1,1,0,0
TWN718276,NO,0,0,1,1
TWN718307,NO,0,0,0,1
TWN718310,NO,0,0,0,1
TWN718325,NO,0,0,0,1
TWN718339,NO,0,0,0,0
TWN718417,NO,0,0,1,1
TWN718582,NO,0,0,1,1
TWN718639,NO,0,1,0,0
TWN718652,NO,0,0,1,1
TWN718661,NO,0,1,0,0
TWN718743,NO,0,0,1,1
TWN718843,NO,0,1,1,0
TWN718870,NO,0,0,1,1
TWN718916,Yes,1,1,0,0
TWN719004,NO,0,0,1,1
TWN719092,NO,0,0,0,0
TWN719164,NO,0,0,0,1
TWN719169,NO,0,0,0,1
TWN719175,Yes,1,0,0,0
TWN719181,NO,0,0,0,0
TWN719279,Yes,1,1,1,1
TWN719281,NO,0,0,0,0
TWN719298,Yes,1,0,0,0
TWN719327,Yes,1,0,0,0
TWN719361,Yes,1,1,1,1
TWN720076,Yes,1,1,1,1
TWN720098,Yes,1,0,0,0
TWN720255,NO,0,1,1,0
TWN720271,NO,0,1,0,0
TWN720307,NO,0,0,1,1
TWN720358,NO,0,0,1,0
TWN720892,Yes,1,1,1,1
TWN720966,NO,0,1,0,0
TWN721980,NO,0,0,0,1
TWN722887,Yes,1,1,1,1
TWN724353,Yes,1,0,0,0
TWN724397,Yes,1,0,0,0
TWN726146,Yes,1,0,0,0
TWN727232,Yes,1,1,1,1
TWN727288,Yes,1,0,0,0
TWN727301,Yes,1,1,1,1
TWN727341,NO,0,0,1,0
TWN728002,NO,0,1,0,0
TWN728719,Yes,1,1,0,0
TWN729244,Yes,1,1,1,1
TWN729707,NO,0,0,0,0
TWN736625,NO,0,0,0,0
TWN7389,NO,0,0,1,0
TWN7521,Yes,1,1,1,1
TWN762767,Yes,1,1,1,1
TWN775631,Yes,1,0,0,0
TWN776788,NO,0,0,1,0
TWN776796,Yes,1,1,1,1
TWN776849,Yes,1,1,1,1
TWN776883,NO,0,0,1,0
TWN776886,NO,0,0,1,0
TWN776890,NO,0,1,0,0
TWN776897,NO,0,0,1,1
TWN776901,Yes,1,1,1,1
TWN776950,NO,0,0,1,0
TWN777017,NO,0,0,1,0
TWN777022,NO,0,0,0,0
TWN777024,NO,0,0,0,0
TWN777027,NO,0,0,1,0
TWN777086,Yes,1,0,0,0
TWN777101,NO,0,0,0,1
TWN777104,Yes,1,0,0,0
TWN777112,Yes,1,0,0,0
TWN777198,Yes,1,0,0,0
TWN777293,NO,0,0,1,0
TWN777306,NO,0,0,0,0
TWN777336,NO,0,0,0,0
TWN777416,NO,0,0,0,0
TWN777514,Yes,1,1,1,1
TWN777519,NO,0,0,1,1
TWN777613,Yes,1,0,0,0
TWN777692,Yes,1,1,1,1
TWN778017,NO,0,0,0,0
TWN778078,NO,0,0,0,1
TWN778082,Yes,1,1,1,1
TWN778096,NO,0,0,0,0
TWN778117,NO,0,0,0,0
TWN778123,Yes,1,1,1,1
TWN778288,Yes,1,1,1,1
TWN778329,Yes,1,1,1,1
TWN778376,Yes,1,0,0,0
TWN779569,NO,0,0,1,1
TWN779585,Yes,1,0,0,0
TWN780639,NO,0,1,0,0
TWN780857,NO,0,1,0,0
TWN780912,Yes,1,1,1,1
TWN780913,Yes,1,1,1,1
TWN781161,NO,0,0,0,0
TWN781199,Yes,1,1,0,0
TWN781406,NO,0,1,1,0
TWN781606,NO,0,0,0,0
TWN782225,Yes,1,1,1,1
TWN782669,NO,0,0,0,1
TWN782775,Yes,1,1,1,1
TWN785740,NO,0,1,0,0
TWN786103,Yes,1,1,1,1
TWN786150,Yes,1,0,0,0
TWN788300,NO,0,0,0,0
TWN789043,Yes,1,1,1,1
TWN792518,NO,0,1,0,0
TWN794260,Yes,1,1,1,1
TWN799336,Yes,1,0,0,0
TWN7994,NO,0,1,0,0
TWN801250,Yes,1,1,1,1
TWN802462,Yes,1,1,0,0
TWN802780,NO,0,0,0,1
TWN802922,Yes,1,1,0,0
TWN812844,Yes,1,1,1,1
TWN845398,NO,0,0,0,1
TWN845529,NO,0,0,0,0
TWN845580,NO,0,0,0,0
TWN845842,NO,0,0,1,0
TWN845886,Yes,1,1,1,1
TWN845892,NO,0,0,0,1
TWN845942,NO,0,0,0,1
TWN845974,NO,0,0,0,1
TWN846101,NO,0,0,1,1
TWN846174,NO,0,0,0,0
TWN846208,NO,0,1,1,1
TWN846224,NO,0,0,1,0
TWN846254,NO,0,1,0,0
TWN846380,Yes,1,0,0,0
TWN846395,NO,0,1,0,0
TWN846429,NO,0,1,0,0
TWN846483,NO,0,0,0,0
TWN846499,Yes,1,1,0,0
TWN846501,Yes,1,0,0,0
TWN846505,Yes,1,1,1,1
TWN846514,NO,0,0,0,0
TWN846519,NO,0,0,0,0
TWN846541,NO,0,0,1,0
TWN846548,NO,0,0,0,0
TWN848246,Yes,1,1,1,1
TWN848367,Yes,1,0,0,0
TWN848481,NO,0,0,0,1
TWN848763,NO,0,0,0,1
TWN849159,Yes,1,0,0,0
TWN849218,Yes,1,1,1,1
TWN849343,Yes,1,1,1,1
TWN849885,NO,0,0,0,0
TWN850354,Yes,1,1,1,1
TWN850427,Yes,1,0,0,0
TWN850557,NO,0,0,1,0
TWN850941,NO,0,1,0,0
TWN851102,NO,0,1,0,0
TWN851169,NO,0,1,1,0
TWN851207,NO,0,0,0,1
TWN851934,NO,0,0,0,0
TWN851989,NO,0,0,0,0
TWN852204,NO,0,0,0,0
TWN852308,NO,0,1,1,0
TWN852689,NO,0,0,0,1
TWN854757,NO,0,0,1,0
TWN854802,NO,0,1,0,0
TWN854834,NO,0,0,0,0
TWN855074,NO,0,1,0,0
TWN855092,NO,0,0,1,0
TWN855115,Yes,1,1,1,1
TWN855137,Yes,1,1,1,1
TWN855594,NO,0,0,0,0
TWN855761,NO,0,1,1,0
TWN855766,NO,0,0,1,0
TWN856649,Yes,1,0,0,0
TWN860971,NO,0,0,0,0
TWN865272,Yes,1,0,0,0
TWN865887,NO,0,0,0,0
TWN867279,Yes,1,1,1,1
TWN872856,NO,0,0,0,0
TWN876272,Yes,1,0,0,0
TWN877774,NO,0,0,1,0
TWN881763,Yes,1,1,1,1
TWN888592,Yes,1,1,1,1
TWN900578,Yes,1,1,1,1
TWN903486,Yes,1,0,0,0
TWN904019,Yes,1,1,1,1
TWN906632,NO,0,0,0,0
TWN915174,Yes,1,1,1,1
TWN927268,NO,0,0,0,0
TWN930159,Yes,1,0,0,0
TWN935564,Yes,1,1,1,1
TWN939196,Yes,1,0,0,0
TWN944010,Yes,1,0,0,0
TWN945208,Yes,1,1,1,1
TWN945263,Yes,1,0,0,0
TWN945283,NO,0,0,1,0
TWN945285,NO,0,0,1,0
TWN945317,Yes,1,0,0,0
TWN945329,NO,0,1,0,0
TWN945408,Yes,1,0,0,0
TWN945415,NO,0,1,0,0
TWN945421,NO,0,0,0,0
TWN945451,NO,0,0,0,0
TWN945457,NO,0,1,0,0
TWN945477,NO,0,1,0,0
TWN945503,NO,0,1,0,0
TWN945524,Yes,1,0,0,0
TWN945542,NO,0,1,0,0
TWN945585,NO,0,0,1,1
TWN945614,NO,0,0,1,1
TWN945621,NO,0,0,0,1
TWN945645,NO,0,0,0,0
TWN945653,Yes,1,0,0,0
TWN945691,NO,0,0,0,0
TWN945697,NO,0,1,1,0
TWN945701,Yes,1,1,1,1
TWN945704,NO,0,1,0,0
TWN945719,NO,0,0,1,0
TWN945721,Yes,1,0,0,0
TWN945738,NO,0,0,1,1
TWN945762,Yes,1,1,1,1
TWN945764,NO,0,0,0,0
TWN945774,Yes,1,1,0,0
TWN945850,NO,0,0,0,0
TWN945910,NO,0,1,1,0
TWN945920,NO,0,0,0,0
TWN945984,Yes,1,1,0,0
TWN946013,NO,0,1,0,0
TWN946032,Yes,1,1,1,1
TWN946035,Yes,1,1,1,1
TWN946067,Yes,1,1,0,0
TWN946122,Yes,1,1,1,1
TWN946137,NO,0,0,1,0
TWN946176,NO,0,0,0,1
TWN946178,Yes,1,1,1,1
TWN946184,NO,0,0,1,1
TWN946211,Yes,1,1,1,1
TWN946224,Yes,1,0,0,0
TWN946239,Yes,1,1,1,1
TWN946278,Yes,1,0,0,0
TWN946319,NO,0,1,0,0
TWN946375,NO,0,0,1,1
TWN946398,Yes,1,1,0,0
TWN946462,Yes,1,1,1,1
TWN946474,NO,0,0,0,0
TWN946477,Yes,1,0,0,0
TWN946492,Yes,1,1,1,1
TWN946506,NO,0,0,1,1
TWN946555,NO,0,1,1,0
TWN946627,NO,0,0,1,0
TWN946628,Yes,1,1,1,1
TWN946635,NO,0,0,0,1
TWN946639,NO,0,0,0,0
TWN946648,NO,0,0,1,0
TWN946652,Yes,1,1,1,1
TWN946688,NO,0,0,1,0
TWN946704,NO,0,0,1,1
TWN946734,Yes,1,1,1,1
TWN946832,NO,0,0,1,1
TWN946842,NO,0,1,1,1
TWN946849,Yes,1,1,1,1
TWN946865,NO,0,0,0,0
TWN946875,Yes,1,1,0,0
TWN946919,NO,0,1,0,0
TWN946931,NO,0,0,0,1
TWN947110,NO,0,0,1,1
TWN947142,Yes,1,1,1,1
TWN947239,NO,0,0,0,0
TWN947253,NO,0,0,1,0
TWN947364,NO,0,1,1,0
TWN947387,NO,0,0,0,1
TWN947461,Yes,1,1,1,1
TWN947476,Yes,1,0,0,0
TWN947499,Yes,1,0,0,0
TWN947667,NO,0,0,0,0
TWN947753,NO,0,0,1,1
TWN947863,Yes,1,1,1,1
TWN947894,NO,0,1,0,0
TWN949261,Yes,1,0,0,0
TWN949283,NO,0,0,0,1
TWN949312,Yes,1,1,1,1
TWN949403,Yes,1,0,0,0
TWN949480,NO,0,0,0,0
TWN949500,NO,0,1,0,0
TWN949687,Yes,1,0,0,0
TWN949892,NO,0,1,1,0
TWN950064,NO,0,1,1,0
TWN950191,NO,0,0,1,1
TWN950207,Yes,1,1,1,1
TWN950242,Yes,1,0,0,0
TWN950703,Yes,1,0,0,0
TWN950717,Yes,1,0,0,0
TWN950728,Yes,1,1,1,1
TWN951178,Yes,1,1,1,1
TWN951208,NO,0,0,1,1
TWN951590,Yes,1,0,0,0
TWN951760,Yes,1,0,0,0
TWN951917,NO,0,0,0,0
TWN952157,NO,0,0,1,1
TWN952173,NO,0,1,1,0
TWN952224,Yes,1,0,0,0
TWN952416,Yes,1,0,0,0
TWN953149,Yes,1,1,1,1
TWN953213,Yes,1,1,0,0
TWN953291,NO,0,1,0,0
TWN953683,Yes,1,0,0,0
TWN954240,Yes,1,0,0,0
TWN954795,Yes,1,0,0,0
TWN954817,NO,0,1,1,0
TWN954833,NO,0,0,1,1
TWN955003,NO,0,0,1,0
TWN955010,NO,0,0,1,1
TWN955016,Yes,1,1,0,0
TWN955575,Yes,1,1,1,1
TWN955744,NO,0,1,0,0
TWN956103,Yes,1,1,0,0
TWN956207,NO,0,1,0,0
TWN956222,Yes,1,0,0,0
TWN956489,NO,0,0,1,0
TWN956774,Yes,1,0,0,0
TWN957525,NO,0,0,0,1
TWN957697,Yes,1,0,0,0
TWN958369,NO,0,1,0,0
TWN959223,NO,0,1,0,0
TWN960399,Yes,1,1,1,1
TWN960419,NO,0,0,0,1
TWN962182,NO,0,0,0,0
TWN962694,Yes,1,1,1,1
TWN962809,Yes,1,1,1,1
TWN963592,Yes,1,1,1,1
TWN966690,NO,0,0,1,0
TWN967505,NO,0,1,1,0
TWN968660,Yes,1,1,1,1
TWN968990,Yes,1,1,1,1
TWN969756,Yes,1,1,1,1
TWN971319,NO,0,0,0,1
TWN971550,Yes,1,1,1,1
TWN973228,NO,0,0,1,0
TWN975087,NO,0,0,0,0
TWN975208,NO,0,1,1,0
TWN979767,NO,0,0,0,0
TWN982741,NO,0,1,0,0
TWN988595,Yes,1,0,0,0
TWN988828,Yes,1,0,0,0
TWN990490,NO,0,1,0,0
TWN991647,Yes,1,1,0,0
TWN992013,Yes,1,0,0,0
